64364 0
64364 1
65719 1
65719 0
65978 0
65978 1
66276 1
66276 0
66534 0
66534 1
67902 1
67902 0
68136 0
68136 1
68444 1
68444 0
68704 0
68704 1
70057 1
70057 0
70316 0
70316 1
70974 1
70974 0
71000 0
71000 1
71661 1
71661 0
71921 0
71921 1
72223 1
72223 0
72477 0
72477 1
83067 1
83067 0
83299 0
83299 1
86092 1
86092 0
86328 0
86328 1
86650 1
86650 0
86885 0
86885 1
88263 1
88263 0
88500 0
88500 1
89280 1
89280 0
89383 0
89383 1
89426 1
89426 0
89438 0
89438 1
89478 1
89478 0
89497 0
89497 1
89842 1
89842 0
90117 0
90117 1
90416 1
90416 0
90679 0
90679 1
90867 1
90867 0
90878 0
90878 1
90967 1
90967 0
91237 0
91237 1
92582 1
92582 0
92848 0
92848 1
94183 1
94183 0
94452 0
94452 1
94637 1
94637 0
94649 0
94649 1
94754 1
94754 0
95017 0
95017 1
95311 1
95311 0
95574 0
95574 1
96925 1
96925 0
97188 0
97188 1
97476 1
97476 0
97745 0
97745 1
99093 1
99093 0
99353 0
99353 1
99651 1
99651 0
99912 0
99912 1
101263 1
101263 0
101527 0
101527 1
102870 1
102870 0
103128 0
103128 1
103392 1
103392 0
103414 0
103414 1
103444 1
103444 0
103706 0
103706 1
103999 1
103999 0
104262 0
104262 1
104351 1
104351 0
104383 0
104383 1
104418 1
104418 0
104534 0
104534 1
105408 1
105408 0
105425 0
105425 1
105461 1
105461 0
105486 0
105486 1
105497 1
105497 0
105510 0
105510 1
105603 1
105603 0
105875 0
105875 1
106714 1
106714 0
106727 0
106727 1
107219 1
107219 0
107482 0
107482 1
107786 1
107786 0
108044 0
108044 1
108337 1
108337 0
108602 0
108602 1
109952 1
109952 0
110215 0
110215 1
111558 1
111558 0
111819 0
111819 1
112121 1
112121 0
112383 0
112383 1
112678 1
112678 0
112941 0
112941 1
114292 1
114292 0
114552 0
114552 1
115895 1
115895 0
116156 0
116156 1
116462 1
116462 0
116723 0
116723 1
117026 1
117026 0
117277 0
117277 1
118629 1
118629 0
118891 0
118891 1
120086 1
120086 0
120109 0
120109 1
120235 1
120235 0
120496 0
120496 1
120808 1
120808 0
121077 0
121077 1
121176 1
121176 0
121189 0
121189 1
121209 1
121209 0
121221 0
121221 1
122112 1
122112 0
122125 0
122125 1
122299 1
122299 0
122314 0
122314 1
122417 1
122417 0
122679 0
122679 1
122873 1
122873 0
122885 0
122885 1
122986 1
122986 0
123243 0
123243 1
123536 1
123536 0
123798 0
123798 1
125153 1
125153 0
125413 0
125413 1
126754 1
126754 0
127016 0
127016 1
127319 1
127319 0
127585 0
127585 1
128925 1
128925 0
129187 0
129187 1
129489 1
129489 0
129751 0
129751 1
131096 1
131096 0
131356 0
131356 1
131661 1
131661 0
131921 0
131921 1
133267 1
133267 0
133523 0
133523 1
133832 1
133832 0
134090 0
134090 1
134388 1
134388 0
134647 0
134647 1
136001 1
136001 0
136258 0
136258 1
136554 1
136554 0
136816 0
136816 1
137787 1
137787 0
137801 0
137801 1
137856 1
137856 0
137875 0
137875 1
138183 1
138183 0
138443 0
138443 1
138877 1
138877 0
138890 0
138890 1
139791 1
139791 0
140045 0
140045 1
140358 1
140358 0
140611 0
140611 1
140913 1
140913 0
141167 0
141167 1
142522 1
142522 0
142779 0
142779 1
143075 1
143075 0
143336 0
143336 1
144691 1
144691 0
144948 0
144948 1
146294 1
146294 0
146552 0
146552 1
146860 1
146860 0
147118 0
147118 1
147415 1
147415 0
147674 0
147674 1
149032 1
149032 0
149286 0
149286 1
149585 1
149585 0
149844 0
149844 1
151201 1
151201 0
151456 0
151456 1
151753 1
151753 0
152014 0
152014 1
153368 1
153368 0
153625 0
153625 1
154501 1
154501 0
154523 0
154523 1
154974 1
154974 0
155230 0
155230 1
155519 1
155519 0
155785 0
155785 1
166360 1
166360 0
166618 0
166618 1
169389 1
169389 0
169650 0
169650 1
169946 1
169946 0
170207 0
170207 1
171168 1
171168 0
171194 0
171194 1
171233 1
171233 0
171265 0
171265 1
171564 1
171564 0
171819 0
171819 1
173159 1
173159 0
173423 0
173423 1
173729 1
173729 0
173988 0
173988 1
174282 1
174282 0
174544 0
174544 1
175896 1
175896 0
176159 0
176159 1
177502 1
177502 0
177762 0
177762 1
178067 1
178067 0
178327 0
178327 1
178624 1
178624 0
178883 0
178883 1
180234 1
180234 0
180497 0
180497 1
180796 1
180796 0
181050 0
181050 1
182404 1
182404 0
182663 0
182663 1
182968 1
182968 0
183222 0
183222 1
184575 1
184575 0
184834 0
184834 1
186181 1
186181 0
186437 0
186437 1
186756 1
186756 0
187012 0
187012 1
187312 1
187312 0
187572 0
187572 1
187850 1
187850 0
187883 0
187883 1
188011 1
188011 0
188025 0
188025 1
188924 1
188924 0
189185 0
189185 1
189490 1
189490 0
189512 0
189512 1
190526 1
190526 0
190786 0
190786 1
191108 1
191108 0
191354 0
191354 1
191652 1
191652 0
191911 0
191911 1
193264 1
193264 0
193523 0
193523 1
194868 1
194868 0
195126 0
195126 1
195434 1
195434 0
195694 0
195694 1
195995 1
195995 0
196250 0
196250 1
197600 1
197600 0
197862 0
197862 1
199203 1
199203 0
199466 0
199466 1
199770 1
199770 0
200029 0
200029 1
200328 1
200328 0
200587 0
200587 1
201944 1
201944 0
202196 0
202196 1
203544 1
203544 0
203804 0
203804 1
204122 1
204122 0
204383 0
204383 1
204541 1
204541 0
204554 0
204554 1
204644 1
204644 0
204673 0
204673 1
205720 1
205720 0
205984 0
205984 1
206237 1
206237 0
206256 0
206256 1
206291 1
206291 0
206553 0
206553 1
206847 1
206847 0
207108 0
207108 1
208462 1
208462 0
208718 0
208718 1
210063 1
210063 0
210323 0
210323 1
210637 1
210637 0
210890 0
210890 1
212236 1
212236 0
212493 0
212493 1
212798 1
212798 0
213059 0
213059 1
214403 1
214403 0
214663 0
214663 1
214971 1
214971 0
215228 0
215228 1
216575 1
216575 0
216832 0
216832 1
217141 1
217141 0
217398 0
217398 1
217696 1
217696 0
217952 0
217952 1
219306 1
219306 0
219565 0
219565 1
219865 1
219865 0
220124 0
220124 1
221276 1
221276 0
221289 0
221289 1
221487 1
221487 0
221747 0
221747 1
223093 1
223093 0
223354 0
223354 1
223658 1
223658 0
223919 0
223919 1
224216 1
224216 0
224475 0
224475 1
225832 1
225832 0
226086 0
226086 1
226390 1
226390 0
226642 0
226642 1
227998 1
227998 0
228257 0
228257 1
229601 1
229601 0
229861 0
229861 1
230167 1
230167 0
230426 0
230426 1
230723 1
230723 0
230982 0
230982 1
232336 1
232336 0
232596 0
232596 1
232894 1
232894 0
233152 0
233152 1
234511 1
234511 0
234764 0
234764 1
235067 1
235067 0
235321 0
235321 1
236675 1
236675 0
236934 0
236934 1
238282 1
238282 0
238539 0
238539 1
238838 1
238838 0
239081 0
239081 1
249669 1
249669 0
249925 0
249925 1
252702 1
252702 0
252959 0
252959 1
253256 1
253256 0
253518 0
253518 1
254653 1
254653 0
254696 0
254696 1
254776 1
254776 0
254789 0
254789 1
254868 1
254868 0
255129 0
255129 1
255847 1
255847 0
255860 0
255860 1
256475 1
256475 0
256734 0
256734 1
257042 1
257042 0
257299 0
257299 1
257597 1
257597 0
257856 0
257856 1
259208 1
259208 0
259468 0
259468 1
260812 1
260812 0
261072 0
261072 1
261379 1
261379 0
261639 0
261639 1
261937 1
261937 0
262189 0
262189 1
263551 1
263551 0
263809 0
263809 1
264109 1
264109 0
